date,SKU,impressions,clicks,costPerClick,clickThroughRate,cost,spend,currency-code,purchases1d,purchases7d,purchases14d,purchases30d,unitsSoldClicks1d,unitsSoldClicks7d,unitsSoldClicks14d,unitsSoldClicks30d,sales1d,sales7d,sales14d,sales30d,acosClicks7d,acosClicks14d,roasClicks7d,roasClicks14d
2025-09-18,MN-33,891,4,5.083,0.449,20.33,20.33,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-41,540,5,4.418,0.926,22.09,22.09,USD,3,3,3,3,32,32,32,32,1277.4,1277.4,1277.4,1277.4,1.729293878,1.729293878,57.82707107,57.82707107
2025-09-18,MN-03,117,1,2.160,0.855,2.16,2.16,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-03,437,5,1.500,1.144,7.5,7.5,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-03,40,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-03,163,1,0.530,0.613,0.53,0.53,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-20,1252,24,1.112,1.917,26.69,26.69,USD,9,9,9,9,14,14,14,14,272.9,272.9,272.9,272.9,9.780139245,9.780139245,10.2248033,10.2248033
2025-09-18,MN-20,1377,16,0.719,1.162,11.51,11.51,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-20,1737,21,0.766,1.209,16.09,16.09,USD,5,5,5,5,6,6,6,6,136.35,136.35,136.35,136.35,11.80051338,11.80051338,8.474207582,8.474207582
2025-09-18,MN-20,4902,47,0.393,0.959,18.48,18.48,USD,2,2,2,2,6,6,6,6,150.79,150.79,150.79,150.79,12.25545461,12.25545461,8.159632035,8.159632035
2025-09-18,MN-50,88,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-02,134,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-50,215,4,1.088,1.860,4.35,4.35,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-02,247,1,1.080,0.405,1.08,1.08,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-02,368,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-50,92,2,1.050,2.174,2.1,2.1,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-02,486,3,0.813,0.617,2.44,2.44,USD,1,1,1,1,1,1,1,1,36.49,36.49,36.49,36.49,6.686763497,6.686763497,14.95491803,14.95491803
2025-09-18,MN-50,307,1,0.720,0.326,0.72,0.72,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-44,11,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-21,563,7,1.431,1.243,10.02,10.02,USD,0,1,1,1,0,1,1,1,0,23.49,23.49,23.49,42.65644955,42.65644955,2.344311377,2.344311377
2025-09-18,MN-24,641,4,1.665,0.624,6.66,6.66,USD,2,2,2,2,2,2,2,2,59.39,59.39,59.39,59.39,11.21400909,11.21400909,8.917417417,8.917417417
2025-09-18,MN-24,3296,13,1.125,0.394,14.62,14.62,USD,1,1,1,1,1,1,1,1,22.49,22.49,22.49,22.49,65.00666963,65.00666963,1.538303694,1.538303694
2025-09-18,MN-44,25,1,0.960,4.000,0.96,0.96,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-21,1036,11,1.116,1.062,12.28,12.28,USD,2,2,2,2,2,2,2,2,60.8,60.8,60.8,60.8,20.19736842,20.19736842,4.951140065,4.951140065
2025-09-18,MN-44,52,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-21,433,4,0.888,0.924,3.55,3.55,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-24,558,2,0.975,0.358,1.95,1.95,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-21,2124,9,0.801,0.424,7.21,7.21,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-44,48,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-24,2631,15,0.789,0.570,11.84,11.84,USD,2,2,2,2,3,3,3,3,95.47,95.47,95.47,95.47,12.40180161,12.40180161,8.063344595,8.063344595
2025-09-18,MN-18,371,2,2.130,0.539,4.26,4.26,USD,1,1,1,1,1,1,1,1,28.9,28.9,28.9,28.9,14.74048443,14.74048443,6.784037559,6.784037559
2025-09-18,MN-18,577,5,1.446,0.867,7.23,7.23,USD,1,1,1,1,1,1,1,1,28.9,28.9,28.9,28.9,25.01730104,25.01730104,3.997233748,3.997233748
2025-09-18,MN-18,230,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-18,940,3,1.023,0.319,3.07,3.07,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-04,9,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-39,15,1,1.560,6.667,1.56,1.56,USD,2,2,2,2,2,2,2,2,27.37,27.37,27.37,27.37,5.699671173,5.699671173,17.54487179,17.54487179
2025-09-18,MN-04,13,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-39,23,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-04,29,1,1.380,3.448,1.38,1.38,USD,0,1,1,1,0,1,1,1,0,62.9,62.9,62.9,2.193958665,2.193958665,45.57971014,45.57971014
2025-09-18,MN-39,8,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-04,45,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-39,14,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-23,211,7,1.123,3.318,7.86,7.86,USD,1,1,1,1,1,1,1,1,41.9,41.9,41.9,41.9,18.75894988,18.75894988,5.330788804,5.330788804
2025-09-18,MN-49,139,2,1.905,1.439,3.81,3.81,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-11,401,2,1.725,0.499,3.45,3.45,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-08,21,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-23,296,6,0.853,2.027,5.12,5.12,USD,1,2,2,2,1,2,2,2,11.9,23.78,23.78,23.78,21.53069807,21.53069807,4.64453125,4.64453125
2025-09-18,MN-49,404,4,1.145,0.990,4.58,4.58,USD,0,1,1,1,0,1,1,1,0,23.49,23.49,23.49,19.49765858,19.49765858,5.128820961,5.128820961
2025-09-18,MN-11,878,3,1.370,0.342,4.11,4.11,USD,0,1,1,1,0,1,1,1,0,18.49,18.49,18.49,22.22823148,22.22823148,4.498783455,4.498783455
2025-09-18,MN-08,122,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-08,87,1,1.440,1.149,1.44,1.44,USD,0,1,1,1,0,1,1,1,0,37.49,37.49,37.49,3.841024273,3.841024273,26.03472222,26.03472222
2025-09-18,MN-23,217,4,0.938,1.843,3.75,3.75,USD,1,1,1,1,1,1,1,1,11.9,11.9,11.9,11.9,31.51260504,31.51260504,3.173333333,3.173333333
2025-09-18,MN-49,304,2,1.260,0.658,2.52,2.52,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-11,656,5,1.350,0.762,6.75,6.75,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-11,872,3,2.160,0.344,6.48,6.48,USD,1,1,1,1,1,1,1,1,18.88,18.88,18.88,18.88,34.3220339,34.3220339,2.913580247,2.913580247
2025-09-18,MN-23,277,2,0.525,0.722,1.05,1.05,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-08,244,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-49,1458,8,0.954,0.549,7.63,7.63,USD,1,1,1,1,1,1,1,1,34.9,34.9,34.9,34.9,21.86246418,21.86246418,4.574049803,4.574049803
2025-09-18,MN-07,215,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-09,123,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-18,MN-07,837,9,1.213,1.075,10.92,10.92,USD,9,9,9,9,11,11,11,11,322.71,322.71,322.71,322.71,3.383843079,3.383843079,29.5521978,29.5521978
2025-09-18,MN-09,1112,3,1.080,0.270,3.24,3.24,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-07,533,3,1.033,0.563,3.1,3.1,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-09,414,3,1.350,0.725,4.05,4.05,USD,1,1,1,1,1,1,1,1,16.9,16.9,16.9,16.9,23.96449704,23.96449704,4.172839506,4.172839506
2025-09-18,MN-09,516,3,0.533,0.581,1.6,1.6,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-18,MN-07,1162,5,1.578,0.430,7.89,7.89,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-16,1197,4,2.663,0.334,10.65,10.65,USD,0,2,2,2,0,2,2,2,0,45.98,45.98,45.98,23.16224445,23.16224445,4.317370892,4.317370892
2025-09-19,MN-15,1811,25,2.530,1.380,63.26,63.26,USD,9,9,9,9,12,12,12,12,366.06,366.06,366.06,366.06,17.28132,17.28132,5.786595005,5.786595005
2025-09-19,MN-14,1378,13,2.850,0.943,37.05,37.05,USD,8,8,8,8,10,10,10,10,444.93,444.93,444.93,444.93,8.327152586,8.327152586,12.00890688,12.00890688
2025-09-19,MN-17,1096,5,3.912,0.456,19.56,19.56,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-25,795,4,4.828,0.503,19.31,19.31,USD,2,2,2,2,3,3,3,3,332.79,332.79,332.79,332.79,5.802458007,5.802458007,17.23407561,17.23407561
2025-09-19,MN-13,276,4,0.985,1.449,3.94,3.94,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-36,1886,23,1.874,1.220,43.1,43.1,USD,3,4,4,4,3,4,4,4,96.45,128.43,128.43,128.43,33.55913727,33.55913727,2.979814385,2.979814385
2025-09-19,MN-22,259,3,1.773,1.158,5.32,5.32,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-19,1017,6,2.795,0.590,16.77,16.77,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-37,26,1,2.960,3.846,2.96,2.96,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-12,1380,5,1.030,0.362,5.15,5.15,USD,0,3,3,3,0,4,4,4,0,114.54,114.54,114.54,4.496245853,4.496245853,22.2407767,22.2407767
2025-09-19,MN-25,4013,24,4.290,0.598,102.97,102.97,USD,9,9,9,9,13,13,13,13,567.3,567.3,567.3,567.3,18.15089018,18.15089018,5.509371662,5.509371662
2025-09-19,MN-26,1691,13,4.835,0.769,62.86,62.86,USD,4,6,6,6,4,6,6,6,123.94,187.9,187.9,187.9,33.45396487,33.45396487,2.98918231,2.98918231
2025-09-19,MN-27,871,7,5.740,0.804,40.18,40.18,USD,1,3,3,3,1,6,6,6,30.98,233.39,233.39,233.39,17.21581902,17.21581902,5.808611249,5.808611249
2025-09-19,MN-28,1631,12,5.441,0.736,65.29,65.29,USD,2,2,2,2,2,2,2,2,54.47,54.47,54.47,54.47,119.8641454,119.8641454,0.8342778373,0.8342778373
2025-09-19,MN-29,3317,29,3.091,0.874,89.64,89.64,USD,12,15,15,15,17,20,20,20,400.22,468.38,468.38,468.38,19.1383065,19.1383065,5.225122713,5.225122713
2025-09-19,MN-10,640,4,0.903,0.625,3.61,3.61,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-30,1111,12,2.522,1.080,30.26,30.26,USD,2,2,2,2,3,3,3,3,110.25,110.25,110.25,110.25,27.44671202,27.44671202,3.643423662,3.643423662
2025-09-19,MN-31,1414,3,2.677,0.212,8.03,8.03,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-32,946,8,4.376,0.846,35.01,35.01,USD,1,1,1,1,1,1,1,1,29.98,29.98,29.98,29.98,116.7778519,116.7778519,0.8563267638,0.8563267638
2025-09-19,MN-33,16,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-34,285,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-35,880,7,2.517,0.795,17.62,17.62,USD,1,1,1,1,1,1,1,1,33.49,33.49,33.49,33.49,52.61272021,52.61272021,1.900681044,1.900681044
2025-09-19,MN-41,1817,8,5.439,0.440,43.51,43.51,USD,2,2,2,2,5,5,5,5,354.5,354.5,354.5,354.5,12.27362482,12.27362482,8.147552287,8.147552287
2025-09-19,MN-42,1005,6,4.965,0.597,29.79,29.79,USD,3,3,3,3,5,5,5,5,374.76,374.76,374.76,374.76,7.949087416,7.949087416,12.58006042,12.58006042
2025-09-19,MN-01,743,3,2.363,0.404,7.09,7.09,USD,3,3,3,3,5,5,5,5,161.52,161.52,161.52,161.52,4.389549282,4.389549282,22.78138223,22.78138223
2025-09-19,MN-40,472,6,3.233,1.271,19.4,19.4,USD,1,1,1,1,1,1,1,1,26.98,26.98,26.98,26.98,71.9051149,71.9051149,1.390721649,1.390721649
2025-09-19,MN-17,312,1,2.860,0.321,2.86,2.86,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-31,235,1,3.900,0.426,3.9,3.9,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-10,32,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-26,215,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-30,124,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-47,80,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-16,40,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-14,252,1,1.870,0.397,1.87,1.87,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-22,54,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-32,239,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-18,234,1,4.500,0.427,4.5,4.5,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-06,446,3,2.070,0.673,6.21,6.21,USD,1,1,1,1,2,2,2,2,33.8,33.8,33.8,33.8,18.37278107,18.37278107,5.442834138,5.442834138
2025-09-19,MN-48,149,1,9.840,0.671,9.84,9.84,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-25,279,1,1.940,0.358,1.94,1.94,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-36,99,1,4.390,1.010,4.39,4.39,USD,1,1,1,1,1,1,1,1,124.9,124.9,124.9,124.9,3.514811849,3.514811849,28.45102506,28.45102506
2025-09-19,MN-15,120,2,2.755,1.667,5.51,5.51,USD,1,1,1,1,1,1,1,1,32.49,32.49,32.49,32.49,16.95906433,16.95906433,5.896551724,5.896551724
2025-09-19,MN-01,51,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-45,442,5,3.174,1.131,15.87,15.87,USD,2,2,2,2,4,4,4,4,123.74,123.74,123.74,123.74,12.82527881,12.82527881,7.797101449,7.797101449
2025-09-19,MN-43,824,6,2.485,0.728,14.91,14.91,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-46,486,2,1.665,0.412,3.33,3.33,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-13,2,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-15,358,9,2.152,2.514,19.37,19.37,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-30,88,2,3.060,2.273,6.12,6.12,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-36,34,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-28,398,9,4.357,2.261,39.21,39.21,USD,7,7,7,7,8,8,8,8,263.29,263.29,263.29,263.29,14.89232405,14.89232405,6.714868656,6.714868656
2025-09-19,MN-26,245,2,4.930,0.816,9.86,9.86,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-07,53,1,1.500,1.887,1.5,1.5,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-02,92,1,0.380,1.087,0.38,0.38,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-12,64,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-33,494,3,3.807,0.607,11.42,11.42,USD,4,4,4,4,10,10,10,10,485.83,485.83,485.83,485.83,2.350616471,2.350616471,42.54203152,42.54203152
2025-09-19,MN-41,333,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-03,124,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-03,472,5,1.314,1.059,6.57,6.57,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-03,111,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-03,194,1,1.790,0.515,1.79,1.79,USD,1,1,1,1,1,1,1,1,31.98,31.98,31.98,31.98,5.59724828,5.59724828,17.86592179,17.86592179
2025-09-19,MN-20,1149,11,0.907,0.957,9.98,9.98,USD,1,1,1,1,1,1,1,1,12.98,12.98,12.98,12.98,76.88751926,76.88751926,1.300601202,1.300601202
2025-09-19,MN-20,1312,12,0.628,0.915,7.53,7.53,USD,1,1,1,1,1,1,1,1,12.98,12.98,12.98,12.98,58.01232666,58.01232666,1.72377158,1.72377158
2025-09-19,MN-20,1942,29,0.659,1.493,19.11,19.11,USD,2,3,3,3,3,4,4,4,38.94,52.82,52.82,52.82,36.17947747,36.17947747,2.763997907,2.763997907
2025-09-19,MN-20,5572,49,0.413,0.879,20.25,20.25,USD,3,5,5,5,3,5,5,5,37.84,64.7,64.7,64.7,31.29829985,31.29829985,3.195061728,3.195061728
2025-09-19,MN-50,46,1,1.350,2.174,1.35,1.35,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-02,174,1,1.700,0.575,1.7,1.7,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-50,124,2,0.990,1.613,1.98,1.98,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-02,225,3,1.267,1.333,3.8,3.8,USD,1,1,1,1,1,1,1,1,21.98,21.98,21.98,21.98,17.28844404,17.28844404,5.784210526,5.784210526
2025-09-19,MN-02,455,1,0.490,0.220,0.49,0.49,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-50,125,2,1.020,1.600,2.04,2.04,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-02,664,5,0.878,0.753,4.39,4.39,USD,0,1,1,1,0,1,1,1,0,36.88,36.88,36.88,11.90347072,11.90347072,8.400911162,8.400911162
2025-09-19,MN-50,289,1,0.640,0.346,0.64,0.64,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-44,11,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-21,827,12,1.663,1.451,19.95,19.95,USD,0,1,1,1,0,1,1,1,0,23.98,23.98,23.98,83.19432861,83.19432861,1.202005013,1.202005013
2025-09-19,MN-24,589,3,1.217,0.509,3.65,3.65,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-24,3018,17,1.129,0.563,19.2,19.2,USD,3,5,5,5,3,5,5,5,66.37,100.23,100.23,100.23,19.15594133,19.15594133,5.2203125,5.2203125
2025-09-19,MN-44,16,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-21,1990,6,1.045,0.302,6.27,6.27,USD,1,1,1,1,1,1,1,1,21.88,21.88,21.88,21.88,28.65630713,28.65630713,3.489633174,3.489633174
2025-09-19,MN-44,64,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-21,620,2,1.125,0.323,2.25,2.25,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-24,849,1,1.290,0.118,1.29,1.29,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-21,3892,15,0.706,0.385,10.59,10.59,USD,1,3,3,3,2,6,6,6,69.76,299.72,299.72,299.72,3.533297745,3.533297745,28.30217186,28.30217186
2025-09-19,MN-44,44,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-24,3013,25,0.809,0.830,20.23,20.23,USD,2,2,2,2,2,2,2,2,24.86,24.86,24.86,24.86,81.37570394,81.37570394,1.228868018,1.228868018
2025-09-19,MN-18,303,6,2.370,1.980,14.22,14.22,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-18,455,4,1.358,0.879,5.43,5.43,USD,3,3,3,3,3,3,3,3,89.7,89.7,89.7,89.7,6.053511706,6.053511706,16.51933702,16.51933702
2025-09-19,MN-18,495,3,1.490,0.606,4.47,4.47,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-18,1002,6,1.113,0.599,6.68,6.68,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-04,4,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-39,16,1,1.410,6.250,1.41,1.41,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-04,23,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-39,21,2,0.735,9.524,1.47,1.47,USD,1,1,1,1,1,1,1,1,31.98,31.98,31.98,31.98,4.596622889,4.596622889,21.75510204,21.75510204
2025-09-19,MN-04,42,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-39,18,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-04,26,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-39,28,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-23,205,6,1.260,2.927,7.56,7.56,USD,2,2,2,2,2,2,2,2,23.78,23.78,23.78,23.78,31.79142136,31.79142136,3.145502646,3.145502646
2025-09-19,MN-49,133,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-11,249,3,1.590,1.205,4.77,4.77,USD,2,2,2,2,2,2,2,2,42.37,42.37,42.37,42.37,11.25796554,11.25796554,8.882599581,8.882599581
2025-09-19,MN-08,18,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-23,200,3,0.950,1.500,2.85,2.85,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-49,169,3,1.270,1.775,3.81,3.81,USD,2,2,2,2,2,2,2,2,69.76,69.76,69.76,69.76,5.461582569,5.461582569,18.30971129,18.30971129
2025-09-19,MN-11,959,5,1.310,0.521,6.55,6.55,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-08,164,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-08,89,1,1.410,1.124,1.41,1.41,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-23,289,4,0.690,1.384,2.76,2.76,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-49,341,4,1.478,1.173,5.91,5.91,USD,1,1,1,1,3,3,3,3,104.7,104.7,104.7,104.7,5.64469914,5.64469914,17.71573604,17.71573604
2025-09-19,MN-11,926,8,1.286,0.864,10.29,10.29,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-11,662,4,1.645,0.604,6.58,6.58,USD,1,1,1,1,1,1,1,1,18.49,18.49,18.49,18.49,35.58680368,35.58680368,2.810030395,2.810030395
2025-09-19,MN-23,152,2,0.480,1.316,0.96,0.96,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-08,137,2,0.780,1.460,1.56,1.56,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-49,1157,6,0.887,0.519,5.32,5.32,USD,2,2,2,2,4,4,4,4,139.54,139.54,139.54,139.54,3.812526874,3.812526874,26.22932331,26.22932331
2025-09-19,MN-07,257,2,1.790,0.778,3.58,3.58,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-09,114,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-09-19,MN-07,626,6,1.340,0.958,8.04,8.04,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-09,697,1,1.140,0.143,1.14,1.14,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-07,689,8,1.000,1.161,8,8,USD,1,1,1,1,1,1,1,1,36.9,36.9,36.9,36.9,21.6802168,21.6802168,4.6125,4.6125
2025-09-19,MN-09,597,5,1.190,0.838,5.95,5.95,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-09,552,4,0.748,0.725,2.99,2.99,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-19,MN-07,1501,2,0.620,0.133,1.24,1.24,USD,1,1,1,1,1,1,1,1,22.9,22.9,22.9,22.9,5.414847162,5.414847162,18.46774194,18.46774194
2025-09-20,MN-16,940,11,1.375,1.170,15.12,15.12,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-09-20,MN-15,1690,28,2.077,1.657,58.15,58.15,USD,6,8,8,8,6,9,9,9,156.28,225.53,225.53,225.53,25.78370948,25.78370948,3.878417885,3.878417885
