date,SKU,impressions,clicks,costPerClick,clickThroughRate,cost,spend,currency-code,purchases1d,purchases7d,purchases14d,purchases30d,unitsSoldClicks1d,unitsSoldClicks7d,unitsSoldClicks14d,unitsSoldClicks30d,sales1d,sales7d,sales14d,sales30d,acosClicks7d,acosClicks14d,roasClicks7d,roasClicks14d
2025-10-31,MN-20,1016,18,0.566,1.772,10.19,10.19,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-20,420,4,0.475,0.952,1.9,1.9,USD,1,1,1,1,1,1,1,1,13.88,13.88,13.88,13.88,13.68876081,13.68876081,7.305263158,7.305263158
2025-10-31,MN-20,1566,17,0.330,1.086,5.61,5.61,USD,4,4,4,4,4,4,4,4,55.52,55.52,55.52,55.52,10.10446686,10.10446686,9.896613191,9.896613191
2025-10-31,MN-50,56,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-02,121,4,1.313,3.306,5.25,5.25,USD,1,1,1,1,1,1,1,1,36.88,36.88,36.88,36.88,14.23535792,14.23535792,7.024761905,7.024761905
2025-10-31,MN-50,138,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-02,187,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-02,267,4,1.650,1.498,6.6,6.6,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-50,96,1,2.100,1.042,2.1,2.1,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-02,186,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-50,263,7,0.763,2.662,5.34,5.34,USD,1,1,1,1,1,1,1,1,21.49,21.49,21.49,21.49,24.84876687,24.84876687,4.024344569,4.024344569
2025-10-31,MN-44,7,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-21,142,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-24,617,6,1.178,0.972,7.07,7.07,USD,1,2,2,2,1,2,2,2,36.88,80.86,80.86,80.86,8.743507297,8.743507297,11.43705799,11.43705799
2025-10-31,MN-24,1623,5,0.674,0.308,3.37,3.37,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-44,41,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-21,229,1,0.780,0.437,0.78,0.78,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-44,42,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-21,143,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-24,400,2,1.100,0.500,2.2,2.2,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-21,687,1,0.570,0.146,0.57,0.57,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-44,20,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-24,1208,2,0.475,0.166,0.95,0.95,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-18,84,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-18,270,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-18,279,1,1.680,0.358,1.68,1.68,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-18,565,3,0.920,0.531,2.76,2.76,USD,0,1,1,1,0,1,1,1,0,36.98,36.98,36.98,7.46349378,7.46349378,13.39855072,13.39855072
2025-10-31,MN-04,5,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-39,6,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-04,13,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-39,14,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-04,8,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-39,9,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-04,4,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-39,3,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-23,85,1,0.250,1.176,0.25,0.25,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-49,64,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-11,188,1,1.500,0.532,1.5,1.5,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-08,27,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-23,125,1,1.110,0.800,1.11,1.11,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-49,242,2,1.075,0.826,2.15,2.15,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-11,245,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-08,138,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-08,8,1,0.620,12.500,0.62,0.62,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-23,83,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-49,106,1,1.700,0.943,1.7,1.7,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-11,373,6,0.988,1.609,5.93,5.93,USD,1,1,1,1,1,1,1,1,22.49,22.49,22.49,22.49,26.36727434,26.36727434,3.792580101,3.792580101
2025-10-31,MN-11,102,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-23,101,2,0.435,1.980,0.87,0.87,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-08,16,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-49,597,4,0.578,0.670,2.31,2.31,USD,1,1,1,1,1,1,1,1,31.49,31.49,31.49,31.49,7.335662115,7.335662115,13.63203463,13.63203463
2025-10-31,MN-07,68,1,2.340,1.471,2.34,2.34,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-09,3,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-07,297,1,1.380,0.337,1.38,1.38,USD,0,5,5,5,0,5,5,5,0,223.5,223.5,223.5,0.6174496644,0.6174496644,161.9565217,161.9565217
2025-10-31,MN-09,28,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-07,153,1,1.530,0.654,1.53,1.53,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-09,10,1,0.540,10.000,0.54,0.54,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-09,14,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-07,144,3,0.617,2.083,1.85,1.85,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-37,11,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-10,93,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-17,36,1,1.920,2.778,1.92,1.92,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-13,3,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-17,106,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-13,4,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-37,333,1,1.500,0.300,1.5,1.5,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-10,161,1,0.980,0.621,0.98,0.98,USD,1,1,1,1,1,1,1,1,23.98,23.98,23.98,23.98,4.086738949,4.086738949,24.46938776,24.46938776
2025-10-31,MN-13,6,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-37,38,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-10,7,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-17,120,2,1.525,1.667,3.05,3.05,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-10-31,MN-37,64,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-17,13,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-10,49,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-13,16,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-10-31,MN-14,113,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-16,1344,8,1.703,0.595,13.62,13.62,USD,0,1,1,1,0,1,1,1,0,22.49,22.49,22.49,60.560249,60.560249,1.651248164,1.651248164
2025-11-01,MN-15,3684,42,1.807,1.140,75.91,75.91,USD,3,6,6,6,3,6,6,6,92.45,167.39,167.39,167.39,45.34918454,45.34918454,2.205111316,2.205111316
2025-11-01,MN-14,1761,17,2.858,0.965,48.58,48.58,USD,2,3,3,3,3,4,4,4,89.64,116.13,116.13,116.13,41.83242917,41.83242917,2.390489914,2.390489914
2025-11-01,MN-25,1576,7,4.037,0.444,28.26,28.26,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-36,1605,15,2.089,0.935,31.34,31.34,USD,3,3,3,3,3,3,3,3,97.35,97.35,97.35,97.35,32.19311762,32.19311762,3.106253989,3.106253989
2025-11-01,MN-22,622,13,2.225,2.090,28.92,28.92,USD,1,1,1,1,1,1,1,1,34.49,34.49,34.49,34.49,83.85039142,83.85039142,1.192600277,1.192600277
2025-11-01,MN-19,876,5,2.186,0.571,10.93,10.93,USD,4,4,4,4,4,4,4,4,145.35,145.35,145.35,145.35,7.519779842,7.519779842,13.29826167,13.29826167
2025-11-01,MN-12,1717,13,1.220,0.757,15.86,15.86,USD,2,2,2,2,4,4,4,4,113.6,113.6,113.6,113.6,13.96126761,13.96126761,7.162673392,7.162673392
2025-11-01,MN-25,6246,62,4.830,0.993,299.45,299.45,USD,11,13,14,14,12,14,15,15,425.66,498.64,535.13,535.13,60.0533451,55.95836526,1.665186175,1.787042912
2025-11-01,MN-26,1147,9,5.352,0.785,48.17,48.17,USD,2,2,2,2,2,2,2,2,65.76,65.76,65.76,65.76,73.25121655,73.25121655,1.36516504,1.36516504
2025-11-01,MN-27,922,7,6.267,0.759,43.87,43.87,USD,2,4,4,4,3,6,6,6,74.97,149.94,149.94,149.94,29.25837001,29.25837001,3.417825393,3.417825393
2025-11-01,MN-28,2054,13,5.125,0.633,66.63,66.63,USD,4,4,4,4,4,4,4,4,109.96,109.96,109.96,109.96,60.59476173,60.59476173,1.650307669,1.650307669
2025-11-01,MN-29,3674,28,3.771,0.762,105.6,105.6,USD,6,7,7,7,6,7,7,7,159.9,183.88,183.88,183.88,57.42875789,57.42875789,1.741287879,1.741287879
2025-11-01,MN-30,928,7,3.211,0.754,22.48,22.48,USD,0,1,1,1,0,1,1,1,0,36.98,36.98,36.98,60.78961601,60.78961601,1.645017794,1.645017794
2025-11-01,MN-31,753,3,3.533,0.398,10.6,10.6,USD,1,2,2,2,1,2,2,2,27.49,58.98,58.98,58.98,17.97219396,17.97219396,5.564150943,5.564150943
2025-11-01,MN-32,1578,5,4.188,0.317,20.94,20.94,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-33,1034,4,4.953,0.387,19.81,19.81,USD,2,2,2,2,2,2,2,2,63.86,63.86,63.86,63.86,31.0209834,31.0209834,3.223624432,3.223624432
2025-11-01,MN-38,2761,22,2.009,0.797,44.19,44.19,USD,4,5,5,5,7,8,8,8,236.43,261.41,261.41,261.41,16.90447955,16.90447955,5.915591763,5.915591763
2025-11-01,MN-34,485,5,6.252,1.031,31.26,31.26,USD,3,3,3,3,9,9,9,9,303.92,303.92,303.92,303.92,10.28560147,10.28560147,9.722328855,9.722328855
2025-11-01,MN-35,198,1,5.710,0.505,5.71,5.71,USD,1,1,1,1,1,1,1,1,34.88,34.88,34.88,34.88,16.37041284,16.37041284,6.108581436,6.108581436
2025-11-01,MN-41,814,6,7.802,0.737,46.81,46.81,USD,3,3,3,3,13,13,13,13,716.7,716.7,716.7,716.7,6.531324124,6.531324124,15.31083102,15.31083102
2025-11-01,MN-42,1486,9,5.404,0.606,48.64,48.64,USD,2,2,2,2,3,3,3,3,214.47,214.47,214.47,214.47,22.67916259,22.67916259,4.409333882,4.409333882
2025-11-01,MN-01,1003,5,2.994,0.499,14.97,14.97,USD,1,1,1,1,1,1,1,1,40.9,40.9,40.9,40.9,36.60146699,36.60146699,2.732130929,2.732130929
2025-11-01,MN-40,247,3,3.473,1.215,10.42,10.42,USD,3,3,3,3,3,3,3,3,139.47,139.47,139.47,139.47,7.471140747,7.471140747,13.38483685,13.38483685
2025-11-01,MN-17,897,1,6.180,0.111,6.18,6.18,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-31,169,1,3.340,0.592,3.34,3.34,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-10,74,1,5.610,1.351,5.61,5.61,USD,1,1,1,1,1,1,1,1,31.49,31.49,31.49,31.49,17.81517942,17.81517942,5.613190731,5.613190731
2025-11-01,MN-26,1089,1,5.950,0.092,5.95,5.95,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-30,42,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-47,7,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-35,18,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-16,46,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-14,365,1,1.730,0.274,1.73,1.73,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-22,100,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-32,225,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-18,479,2,3.990,0.418,7.98,7.98,USD,1,1,1,1,1,1,1,1,28.49,28.49,28.49,28.49,28.00982801,28.00982801,3.570175439,3.570175439
2025-11-01,MN-06,452,7,2.454,1.549,17.18,17.18,USD,1,1,1,1,1,1,1,1,16.49,16.49,16.49,16.49,104.1843542,104.1843542,0.9598370198,0.9598370198
2025-11-01,MN-48,287,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-25,919,5,2.824,0.544,14.12,14.12,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-34,51,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-36,103,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-15,188,1,3.780,0.532,3.78,3.78,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-01,72,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-45,701,4,3.738,0.571,14.95,14.95,USD,1,1,1,1,2,2,2,2,65.8,65.8,65.8,65.8,22.72036474,22.72036474,4.401337793,4.401337793
2025-11-01,MN-43,999,3,3.043,0.300,9.13,9.13,USD,1,1,1,1,1,1,1,1,13.49,13.49,13.49,13.49,67.67976279,67.67976279,1.47754655,1.47754655
2025-11-01,MN-46,202,2,1.655,0.990,3.31,3.31,USD,1,1,1,1,1,1,1,1,28.9,28.9,28.9,28.9,11.4532872,11.4532872,8.731117825,8.731117825
2025-11-01,MN-13,1,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-15,24,1,2.270,4.167,2.27,2.27,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-19,3,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-30,90,1,3.340,1.111,3.34,3.34,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-36,13,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-28,347,4,3.688,1.153,14.75,14.75,USD,1,1,1,1,1,1,1,1,27.49,27.49,27.49,27.49,53.65587486,53.65587486,1.863728814,1.863728814
2025-11-01,MN-26,169,3,6.070,1.775,18.21,18.21,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-07,43,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-02,369,1,4.950,0.271,4.95,4.95,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-12,81,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-33,298,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-05,303,7,1.304,2.310,9.13,9.13,USD,2,2,2,2,2,2,2,2,64.98,64.98,64.98,64.98,14.05047707,14.05047707,7.117196057,7.117196057
2025-11-01,MN-41,203,2,3.475,0.985,6.95,6.95,USD,2,2,2,2,3,3,3,3,235.47,235.47,235.47,235.47,2.951543721,2.951543721,33.88057554,33.88057554
2025-11-01,MN-03,24,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-03,93,2,1.005,2.151,2.01,2.01,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-03,30,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-03,7,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-20,1125,12,0.637,1.067,7.64,7.64,USD,2,4,4,4,3,5,5,5,82.86,110.62,110.62,110.62,6.906526849,6.906526849,14.47905759,14.47905759
2025-11-01,MN-20,1455,10,0.602,0.687,6.02,6.02,USD,1,1,1,1,1,1,1,1,34.49,34.49,34.49,34.49,17.45433459,17.45433459,5.72923588,5.72923588
2025-11-01,MN-20,588,2,0.420,0.340,0.84,0.84,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-20,2679,22,0.343,0.821,7.55,7.55,USD,1,1,1,1,1,1,1,1,13.88,13.88,13.88,13.88,54.39481268,54.39481268,1.838410596,1.838410596
2025-11-01,MN-50,90,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-02,181,1,2.310,0.552,2.31,2.31,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-50,223,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-02,364,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-02,271,3,2.153,1.107,6.46,6.46,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-50,132,1,1.140,0.758,1.14,1.14,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-02,280,3,0.793,1.071,2.38,2.38,USD,1,1,1,1,2,2,2,2,73.76,73.76,73.76,73.76,3.226681128,3.226681128,30.99159664,30.99159664
2025-11-01,MN-50,265,2,0.565,0.755,1.13,1.13,USD,1,1,1,1,1,1,1,1,25.88,25.88,25.88,25.88,4.366306028,4.366306028,22.90265487,22.90265487
2025-11-01,MN-44,11,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-21,595,2,1.260,0.336,2.52,2.52,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-24,1227,7,0.851,0.570,5.96,5.96,USD,1,2,2,2,1,2,2,2,21.88,43.76,43.76,43.76,13.61974406,13.61974406,7.342281879,7.342281879
2025-11-01,MN-24,2725,8,0.868,0.294,6.94,6.94,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-44,46,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-21,1309,6,1.160,0.458,6.96,6.96,USD,3,3,3,3,5,5,5,5,187.46,187.46,187.46,187.46,3.712792062,3.712792062,26.93390805,26.93390805
2025-11-01,MN-44,37,2,0.630,5.405,1.26,1.26,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-21,170,1,0.860,0.588,0.86,0.86,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-24,509,3,1.020,0.589,3.06,3.06,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-21,2783,8,0.523,0.287,4.18,4.18,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-44,17,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-24,2243,13,0.564,0.580,7.33,7.33,USD,2,2,2,2,2,2,2,2,57.78,57.78,57.78,57.78,12.68605054,12.68605054,7.882673943,7.882673943
2025-11-01,MN-18,249,4,1.545,1.606,6.18,6.18,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-18,533,1,1.380,0.188,1.38,1.38,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-18,422,3,1.343,0.711,4.03,4.03,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-18,881,3,1.023,0.341,3.07,3.07,USD,0,1,1,1,0,1,1,1,0,28.49,28.49,28.49,10.77571078,10.77571078,9.280130293,9.280130293
2025-11-01,MN-04,16,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-39,10,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-04,21,2,1.500,9.524,3,3,USD,1,1,1,1,1,1,1,1,31.88,31.88,31.88,31.88,9.410288582,9.410288582,10.62666667,10.62666667
2025-11-01,MN-39,6,1,0.660,16.667,0.66,0.66,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-04,12,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-39,14,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-04,12,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-39,8,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-23,302,10,0.885,3.311,8.85,8.85,USD,2,2,2,2,2,2,2,2,24.98,24.98,24.98,24.98,35.42834267,35.42834267,2.82259887,2.82259887
2025-11-01,MN-49,102,2,1.110,1.961,2.22,2.22,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-11,321,1,2.490,0.312,2.49,2.49,USD,0,1,1,1,0,1,1,1,0,18.88,18.88,18.88,13.18855932,13.18855932,7.582329317,7.582329317
2025-11-01,MN-08,30,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-23,289,5,0.902,1.730,4.51,4.51,USD,1,1,1,1,1,1,1,1,11.49,11.49,11.49,11.49,39.25152306,39.25152306,2.54767184,2.54767184
2025-11-01,MN-49,462,2,0.565,0.433,1.13,1.13,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-11,578,1,0.840,0.173,0.84,0.84,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-08,107,3,0.547,2.804,1.64,1.64,USD,0,4,4,4,0,4,4,4,0,207.96,207.96,207.96,0.7886131948,0.7886131948,126.804878,126.804878
2025-11-01,MN-08,22,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-23,143,2,1.005,1.399,2.01,2.01,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-49,165,1,1.350,0.606,1.35,1.35,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-11,494,1,1.930,0.202,1.93,1.93,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-11,82,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-23,246,2,0.430,0.813,0.86,0.86,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-08,33,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-49,682,5,0.626,0.733,3.13,3.13,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-07,116,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-09,4,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-07,247,2,1.020,0.810,2.04,2.04,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-09,72,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-07,234,2,0.670,0.855,1.34,1.34,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-09,19,0,,0.000,0,0,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-11-01,MN-09,21,1,0.220,4.762,0.22,0.22,USD,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
2025-11-01,MN-07,162,3,0.387,1.852,1.16,1.16,USD,1,1,1,1,1,1,1,1,37.49,37.49,37.49,37.49,3.094158442,3.094158442,32.31896552,32.31896552
2025-11-01,MN-37,9,1,2.490,11.111,2.49,2.49,USD,2,2,2,2,3,3,3,3,99.25,99.25,99.25,99.25,2.508816121,2.508816121,39.85943775,39.85943775
